Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Rwanda,2011,-0.1,0.4055205271083189,0.15561139140249397,-0.1,0.9680054201308906,0.5307054341545641,-0.1,-0.1
R̩union,2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.9904513846818753,-0.1
"Saint Kitts and Nevis",2011,0.9175492098169927,0.8979726952993404,0.8044992229209789,0.8147396723845661,0.8219445806438592,0.7918387593516367,-0.1,-0.1
"Saint Lucia",2011,-0.1,-0.1,-0.1,-0.1,0.8635230962447856,0.7354453309654121,0.8574402884555584,-0.1
"Saint Pierre and Miquelon",2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
"Saint Vincent and the Grenadines",2011,0.6496137555533374,0.9841836864640598,0.882694000090952,0.9131952105053229,0.8775271229495748,0.7229288198516279,-0.1,-0.1
Samoa,2011,-0.1,-0.1,-0.1,-0.1,0.886936383924207,0.690890306459225,0.5217723196195461,-0.1
"San Marino",2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.9194881953623426,0.4686790650623294,-0.1
"Sao Tome and Principe",2011,0.24238018168771028,-0.1,0.15561139140249397,0.2860044471413751,0.946411149551434,0.5997339776353191,-0.1,-0.1
"Saudi Arabia",2011,-0.1,-0.1,-0.1,-0.1,0.6946675214863857,0.8326219024654448,0.5217723196195461,-0.1
Senegal,2011,-0.1,-0.1,-0.1,-0.1,0.9715750449152071,0.5781136050498604,0.6705281516444292,-0.1
Serbia,2011,0.15292486830283214,0.7009732866374627,0,0.628313870707053,0.8000957084535689,0.7260690637071323,0.913076848927645,-0.1
Seychelles,2011,-0.1,-0.1,-0.1,-0.1,0.7912118105768985,0.769531695271388,0.4036981731641997,-0.1
"Sierra Leone",2011,0.24238018168771028,-0.1,-0.1,-0.1,0.9906317768176537,0.5143144889722533,-0.1,-0.1
Singapore,2011,-0.1,0.33098151682222504,0.24663822005799546,0.6923965513424787,0.30735333721989844,0.9008727591730814,0.31992323303744613,-0.1
"Sint Maarten (Dutch part)",2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.8466475658405457,-0.1,-0.1
Slovakia,2011,0.15292486830283214,0.7288887283504545,0.24663822005799546,0.7192986379808816,0.7044629693786087,0.8120613846281217,0.7685111133111894,-0.1
Slovenia,2011,0,0.865750580176223,0.24663822005799546,0.8714727857301654,0.6147066744397969,0.8383116226577437,0.6055472597462995,-0.1
"Solomon Islands",2011,-0.1,-0.1,-0.1,-0.1,0.9643677984202129,0.6119472774656989,-0.1,-0.1
Somalia,2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.3885016196044734,-0.1,-0.1
